Study_ID,Species_scientific_name,Species_common_name,Comment,Class_scientific_name
S_185,Labeobarbus intermedius,na,The authors did not report the common name,Fish
S_185,Labeobarbus gorguari,na,The authors did not report the common name,Fish
S_185,Clarias gariepinus,African catfsh,na,Fish
S_185,Salvelinus namaycush,Lake trout,na,Fish
S_185,Percopsis omiscomaycus,Trout perch,na,Fish
S_185,Micropterus salmoides,Largemouth bass,na,Fish
S_185,Esox niger,Chain pickerel,na,Fish
S_185,Morone americana,White perch,na,Fish
S_185,Lepomis macrochirus,Bluegill sunfsh,na,Fish
S_185,Lepomis gibbosus,Pumpkinseed sunfsh,na,Fish
S_185,Ictalurus punctatus,Channel catfsh,na,Fish
S_185,Esox lucius,Pike,na,Fish
S_185,Salvelinus alpinus,Arctic char,na,Fish
S_185,Astacus astacus,Crayfsh,na,Fish
S_185,na,Bluegill,The authors did not report the scientific name,Fish
S_185,na,Freshwater drum,The authors did not report the scientific name,Fish
S_185,na,Smallmouth bass,The authors did not report the scientific name,Fish
S_185,na,White bass,The authors did not report the scientific name,Fish
S_185,Dreissena bugensis,Quagga mussel,na,Bivalvia
S_185,Anguilla anguilla,European eel,na,Fish
S_185,Maccullochella peelii,Murray cod,na,Fish
S_185,Macquaria ambigua,Golden perch,na,Fish
S_185,Cherax destructor,Common yabby,na,Fish
S_185,Clupea harengus membras,Herring,na,Fish
S_185,Squalius cephalus,Chub,na,Fish
S_185,Coregonus renke,Whitefsh,na,Fish
S_186,Daphnia magna,Water flea,na,Branchiopods
S_186,Lampsilis siliquoidea,Fatmucket,na,Bivalvia
S_186,Carassius auratus,Goldfish,na,Fish
S_186,Luxilus cornutus,Common shiner,na,Actinopterygii
S_186,Anguilla anguilla,European eel,na,Actinopterygii
S_186,Cyprinus carpio,Common carp,na,Actinopterygii
S_186,Danio rerio,Zebrafish,na,Actinopterygii
S_186,Etheostoma nigrum,Johnny darter,na,Fish
S_186,Lepomis gibbosus,Pumpkinseed,na,Fish
S_186,Melanotaenia fluviatilis,Murray River rainbowfish,na,Fish
S_186,Orizia melastigma,Marine medaka,na,Fish
S_186,Perca flavescens,American yellow Perch,na,Fish
S_186,Rhinichthys atratulus,Blacknose dace,na,Fish
S_186,Xenopus laevis,African clawed frog,na,Amphibia
S_186,Semotilus atromaculatus,Creek chub,na,Fish
S_186,Esox Lucius,Northern pike,na,Fish
S_188,Mus musculus,B6C3F1 mice,na,Mammalia
S_188,Mus musculus,C57BL/6 mice,na,Mammalia
S_188,Rattus norvegicus,Sprague Dawley rat,na,Mammalia
S_192,Rattus norvegicus,Sprague Dawley rat,na,Mammalia
S_192,Mus musculus,C57BL/6 mice,na,Mammalia
S_192,Oryctolagus cuniculus,New Zealand White rabbits,na,Mammalia
S_200,Mus musculus,BALB/c mice,na,Mammalia
S_200,Rattus norvegicus,Sprague Dawley rat,na,Mammalia
S_200,Mus musculus,C57BL/6 mice,na,Mammalia
S_200,Mus musculus,Kunming mouse,na,Mammalia
S_200,Danio rerio,Zebrafish,na,Actinopterygii
S_213,Mus musculus,Mice,The authors did not report the scientific name,Mammalia
S_213,Mus musculus,Rats,The authors did not report the scientific name,Mammalia
S_213,Danio rerio,Zebrafish,The authors did not report the scientific name,Actinopterygii
S_213,na,Bird,The authors did not report the scientific name,Aves
S_213,na,Dolphins,The authors did not report the scientific name,Mammalia
S_213,na,Frog larvae,The authors did not report the scientific name,Amphibia
S_213,na,Fish,The authors did not report the scientific name,Fish
S_213,Gallus domesticus,Chicken,The authors did not report the scientific name,Aves
S_215,Cetorhinus maximus,na,The authors did not report the common name,Chondrichthyes
S_215,Megachasma pelagios,na,The authors did not report the common name,Chondrichthyes
S_215,Rhincodon typus,na,The authors did not report the common name,Chondrichthyes
S_215,Mobula birostris,na,The authors did not report the common name,Chondrichthyes
S_215,Mobula mobular,na,The authors did not report the common name,Chondrichthyes
S_215,Mobula munkiana,na,The authors did not report the common name,Chondrichthyes
S_215,Mobula thurstoni,na,The authors did not report the common name,Chondrichthyes
S_215,Mobula alfredi,na,The authors did not report the common name,Chondrichthyes
S_215,Mobula kuhlii/eregoodoo,na,The authors did not report the common name,Chondrichthyes
S_215,Mobula thurstoni,na,The authors did not report the common name,Chondrichthyes
